id,acceptedNameUsage,associatedMedia,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,basisOfRecord,behavior,bibliographicCitation,catalogNumber,class,collectionCode,collectionID,continent,coordinateUncertaintyInMeters,country,countryCode,county,datasetID,datasetName,dateIdentified,decimalLatitude,decimalLongitude,disposition,dynamicProperties,establishmentMeans,eventDate,eventRemarks,eventTime,family,fieldNotes,footprintWKT,genus,geodeticDatum,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceRemarks,georeferenceSources,georeferenceVerificationStatus,habitat,higherClassification,higherGeography,identificationQualifier,identificationReferences,identificationRemarks,identifiedBy,individualCount,infraspecificEpithet,institutionCode,islandGroup,kingdom,language,license,lifeStage,locality,locationAccordingTo,locationRemarks,maximumElevationInMeters,minimumElevationInMeters,modified,municipality,nomenclaturalCode,occurrenceRemarks,order,otherCatalogNumbers,ownerInstitutionCode,phylum,preparations,previousIdentifications,recordedBy,recordNumber,references,reproductiveCondition,rightsHolder,samplingProtocol,scientificName,scientificNameAuthorship,sex,specificEpithet,stateProvince,subgenus,taxonRank,taxonRemarks,type,typeStatus,verbatimCoordinates,verbatimCoordinateSystem,verbatimDepth,verbatimElevation,verbatimEventDate,verbatimLatitude,verbatimLocality,verbatimLongitude,verbatimSRS,vernacularName,waterBody,year
20892087,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186401,MT00186401,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Oxford County,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,1950-07-22,,,Lythraceae,,,Lythrum,,,,,,,,Meadow near river,,,,,,"Shields, James K.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"5 miles northwest of Thornbury, near Thames River, Lot 27, Concession II, Nissouri Township",,,,,2016-08-03,,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Shields, James K.",195,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Ontario,,species,,PhysicalObject,,,,,,,,,,,,,
20892083,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186397,MT00186397,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Simcoe County,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,1933-08-26,,,Lythraceae,,,Lythrum,,,,,,,,Rivages calcaires d'une baie,,,,,,"Marie-Victorin, Fr.; Rolland-Germain, Fr.; Meilleur, RenÃ©",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"Collingwood, rivages de la baie Georgienne",,,,,2016-08-03,Collingwood,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Marie-Victorin, Fr.; Rolland-Germain, Fr.; Meilleur, RenÃ©",45079,,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Ontario,,species,,PhysicalObject,,,,,,,,,,,,,
20892081,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186391,MT00186391,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,City of Ottawa,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,1920-08-05,,,Lythraceae,,,Lythrum,,,,,,,,"ÃŽle, riviÃ¨re",,,,,,"Marie-Victorin, Fr.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ÃŽle-aux-Canards, riviÃ¨re Rideau, environs d'Ottawa",,"Le FrÃ¨re Rolland-Germain a rÃ©coltÃ© la mÃªme espÃ¨ce le mÃªme jour sous le mÃªme numÃ©ro de rÃ©colte aux ""ÃŽle-aux-Oies, riviÃ¨re Ottawa"" (MT-186417)",,,2016-08-03,,ICBN,"[Le FrÃ¨re Rolland-Germain a rÃ©coltÃ© la mÃªme espÃ¨ce le mÃªme jour sous le mÃªme numÃ©ro de rÃ©colte aux ""ÃŽle-aux-Oies, riviÃ¨re Ottawa"" (MT-186417)]",,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Marie-Victorin, Fr.",10115,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Ontario,,species,,PhysicalObject,,,,,,,,,,,,,
20892077,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186387,MT00186387,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Bruce County,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,1969-07-21,,,Lythraceae,,,Lythrum,,,,,,,,Extremely abundant in marshy lake shore,,,,,,"Gill, Lake Shore",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"Miller Lake shore, Highway 24A near Paris",,"According to label: ""Miller's Lake""",,,2016-08-03,,ICBN,"Flowers deep pink, stem quadrangular",,SFS-88931,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Gill, Lake Shore",CAN122,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Ontario,,species,,PhysicalObject,,,,,,,,,,,,,
20892075,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186385,MT00186385,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Bruce County,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,1965-07-21,,,Lythraceae,,,Lythrum,,,,,,,,Rocky shore of lake,,,,,,"Ball, M.F.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"Shore of Lake Huron, Bruce Township",,,,,2016-08-03,,ICBN,,,SFS-83134,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Ball, M.F.",sn,,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Ontario,,species,,PhysicalObject,,,,,,,,,,,,,
20892073,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186383,MT00186383,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Regional Municipality of Niagara,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,1977-08-29,,,Lythraceae,,,Lythrum,,,,,,,,Le long d'un ruisseau,,,,,,"PÃ©russe, Yvon",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"Horticultural Research Institute, Vineland, Niagara region",,,,,2016-08-03,Lincoln,ICBN,,,SFS-146882,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"PÃ©russe, Yvon",77764,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Ontario,,species,,PhysicalObject,,,,,,,,,,,,,
20892071,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186381,MT00186381,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Elgin County,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,cultivated,1960-05-31,,,Lythraceae,,,Lythrum,,,,,,,,"Cultivated in dry clay soil, in sun; hardy perennial",,,,,,"James, Lorne E.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,St. Thomas,,,,,2016-08-03,St. Thomas,ICBN,"First year plant, height 3 to 4 feet",,SFS-81993,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"James, Lorne E.",3564,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Ontario,,species,,PhysicalObject,,,,,,,,,,,,,
20892069,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186379,MT00186379,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),1969,,,,,,1968-07-20,,,Lythraceae,,,Lythrum,,,,,,,,In marshy area on shore of lake,,,,,,"Kirton, William L., Jr.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"Lake [Huron] south of Oliphant, Bruce Peninsula",,,,,2016-08-03,,ICBN,,,SFS-69879,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Kirton, William L., Jr.",63,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Ontario,,species,,PhysicalObject,,,,,,,,,,,,,
20892065,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186375,MT00186375,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Springfield District,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,1960-08-23,,,Lythraceae,,,Lythrum,,"Lemenu, Jacqueline",,,,Google Map ou Google Earth,,"RiviÃ¨re, au bord de l'eau",,,,,,"Boivin, Bernard; Champagne, AndrÃ©",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"Gonor, riviÃ¨re du Moulin",,,,,2016-11-14,,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Boivin, Bernard; Champagne, AndrÃ©",13860,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Manitoba,,species,,PhysicalObject,,,,,,,,,,,,,
20892039,Lythrum salicaria Linnaeus,http://media.canadensys.net/mt-specimens/large/MT00186361.jpg,,,,,PreservedSpecimen,,MT00186361,MT00186361,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Les Maskoutains,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),2014,,,,,,1932-07-18,,,Lythraceae,,,Lythrum,,,,,,,,nil,,,,,,"Catling, Paul M.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,Sainte-Madeleine,,,,,2016-09-28,Sainte-Madeleine,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Plamondon, Marcel",sn,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,QuÃ©bec,,species,,PhysicalObject,,,,,,18/7/32,,,,,,,
20892006,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186437,MT00186437,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Brant County,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,1942-06-28,,,Lythraceae,,,Lythrum,,,,,,,,nil,,,,,,"Cain, Roy F.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"2 miles south of Glen Morris, South Dumfries Township",,,,,2016-08-03,,ICBN,,,SFS-82071,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Cain, Roy F.",sn,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Ontario,,species,,PhysicalObject,,,,,,,,,,,,,
20892004,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186435,MT00186435,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Elgin County,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,cultivated,1960-07-19,,,Lythraceae,,,Lythrum,,,,,,,,"Cultivated in dry clay soil, in sun; hardy perennial",,,,,,"James, Lorne E.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,St. Thomas,,,,,2016-08-03,St. Thomas,ICBN,"First year plant, height 3 to 4 feet",,SFS-81992,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"James, Lorne E.",sn,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Ontario,,species,,PhysicalObject,,,,,,July 19/60,,,,,,,
20892002,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186431,MT00186431,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,City of Ottawa,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,1921-08-08,,,Lythraceae,,,Lythrum,,,,,,,,nil,,,,,,"Rolland-Germain, Fr.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,Manotick,,,,,2016-08-03,,ICBN,,,SFS-27506,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Rolland-Germain, Fr.",1218,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Ontario,,species,,PhysicalObject,,,,,,8 aoÃ»t 1921,,,,,,,
20892000,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186429,MT00186429,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,City of Ottawa,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,1979-07-25,,,Lythraceae,,,Lythrum,,,,,,,,Champ,,,,,,"Lesage, Normand",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,Ottawa,,,,,2016-08-03,Ottawa,ICBN,,,SFS-167800,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Lesage, Normand",1387,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Ontario,,species,,PhysicalObject,,,,,,,,,,,,,
20891998,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00186423,MT00186423,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,City of Ottawa,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,1983-08-07,,,Lythraceae,,,Lythrum,,,,,,,,Le long d'une riviÃ¨re,,,,,,"Lafontaine, JosÃ©e",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"Ottawa, le long de la riviÃ¨re Rideau",,,,,2016-08-03,Ottawa,ICBN,,,SFS-181650,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Lafontaine, JosÃ©e",26,,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Ontario,,species,,PhysicalObject,,,,,,,,,,,,,
20888856,Lythrum salicaria Linnaeus,http://media.canadensys.net/mt-specimens/large/MT00179089.jpg,,,,,PreservedSpecimen,,MT00179089,MT00179089,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,MontrÃ©al (hors MRC),http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),2014,,,,,,1977-06-24,,,Lythraceae,,,Lythrum,,,,,,,,"Bord de chemin, sol perturbÃ©",,,,,,"Catling, Paul M.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"Verdun, ÃŽle des Soeurs",,,,,2016-11-11,MontrÃ©al,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Auger, Pierre",534,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,QuÃ©bec,,species,,PhysicalObject,,,,,,24 juin 1977,,,,,,,
20886733,Lythrum salicaria Linnaeus,http://media.canadensys.net/mt-specimens/large/MT00175899.jpg,,,,,PreservedSpecimen,,MT00175899,MT00175899,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),2014,,,,,,1975-06-21,,,Lythraceae,,,Lythrum,,,,,,,,nil,,,,,,"Catling, Paul M.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,CÃ´te Sainte-Catherine,,vÃ©rifier loc,,,2016-09-28,Sainte-Catherine,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Auger, Pierre",45,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,QuÃ©bec,,species,,PhysicalObject,,,,,,21 juin 1975,,,,,,,
20878570,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00165540,MT00165540,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,La VallÃ©e-de-l'Or,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,2008-07-21,,,Lythraceae,,,Lythrum,,,,,,,,Milieu perturbÃ© et humide; dans un fossÃ©; bien Ã©clairÃ©; plusieurs autres plants retrouvÃ©s sur plusieurs kilomÃ¨tres de la route,,,,,,"Pellerin, StÃ©phanie",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,Louvicourt; sur plusieurs kilomÃ¨tres de la route 117,,,,,2016-08-03,Val d'Or,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Pellerin, StÃ©phanie",14,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,QuÃ©bec,,species,,PhysicalObject,,323710 5322600,,,,21 juillet 2008,,,,unknown,,,
20870461,Lythrum salicaria Linnaeus,http://media.canadensys.net/mt-specimens/large/MT00135130.jpg,,,,,PreservedSpecimen,,MT00135130,MT00135130,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Le Haut-Richelieu,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),2014,,,,,,1974-07-10,,,Lythraceae,,,Lythrum,,,,,,,,Champs,,,,,,"Catling, Paul M.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"RiviÃ¨re Richelieu, rive est, lot 39",,,,,2016-09-28,,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Laplante, HÃ©lÃ¨ne",740872,,budding,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,QuÃ©bec,,species,,PhysicalObject,,,,,,10/07/74,,,,,,,
20870458,Lythrum salicaria Linnaeus,http://media.canadensys.net/mt-specimens/large/MT00135127.jpg,,,,,PreservedSpecimen,,MT00135127,MT00135127,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Le Haut-Richelieu,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),2014,,,,,,1974-07-10,,,Lythraceae,,,Lythrum,,,,,,,,Bord de route,,,,,,"Catling, Paul M.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"RiviÃ¨re du Sud, rive ouest, lot 20",,,,,2016-09-28,,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,Ã‰quipe de l'UQAM 1974,740842,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,QuÃ©bec,,species,,PhysicalObject,,,,,,10/07/74,,,,,,,
20870431,Lythrum salicaria Linnaeus,http://media.canadensys.net/mt-specimens/large/MT00135099.jpg,,,,,PreservedSpecimen,,MT00135099,MT00135099,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Le Haut-Richelieu,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),2014,,,,,,1974-06-27,,,Lythraceae,,,Lythrum,,,,,,,,FossÃ©,,,,,,"Catling, Paul M.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"RiviÃ¨re du Sud, rive est, lot 46",,,,,2016-09-28,,ICBN,,,UQAM-006246,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,Ã‰quipe de l'UQAM 1974,740559,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,QuÃ©bec,,species,,PhysicalObject,,,,,,27/06/74,,,,,,,
20839687,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,MT00083947,MT00083947,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Humber East District,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,1948-07-31,,,Lythraceae,,,Lythrum,,,,,,,,Wet roadside,,,,,,"Rouleau, Ernest",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"Corner Brook, near Dormston Quarry",,,,,2016-08-23,Corner Brook,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Rouleau, Ernest",364,,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,Newfoundland,,species,,PhysicalObject,,,,,,31-Jul-48,,,,,,,
20833817,Lythrum salicaria Linnaeus,http://media.canadensys.net/mt-specimens/large/MT00070627.jpg,,,,,PreservedSpecimen,,MT00070627,MT00070627,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),2014,,,,,,1940-07-03,,,Lythraceae,,,Lythrum,,,,,,,,lieux humides,,,,,,"Catling, Paul M.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,Varennes,,,,,2016-09-28,Varennes,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"FranÃ§oise-Marie, Sr",76b,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,QuÃ©bec,,species,,PhysicalObject,,,,,,3 juillet 1940,,,,,,,
20833638,Lythrum salicaria Linnaeus,http://media.canadensys.net/mt-specimens/large/MT00070448.jpg,,,,,PreservedSpecimen,,MT00070448,MT00070448,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,Marguerite-D'Youville,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),,,,,,,1940-07-03,,,Lythraceae,,,Lythrum,,,,,,,,Terrains salins,,,,,,"FranÃ§oise-Marie, Sr",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,Varennes,,,,,2016-09-16,Varennes,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"FranÃ§oise-Marie, Sr",76a,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,QuÃ©bec,,species,,PhysicalObject,,,,,,3 juillet 1940,,,,,,,
20810017,Lythrum salicaria Linnaeus,http://media.canadensys.net/mt-specimens/large/MT00043587.jpg,,,,,PreservedSpecimen,,MT00043587,MT00043587,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),2014,,,,,,1974-07-11,,,Lythraceae,,,Lythrum,,,,,,,,"Rivage, lieux humides",,,,,,"Catling, Paul M.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,ÃŽle Saint-Ignace,,,,,2016-09-28,,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,unknown,sn,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,QuÃ©bec,,species,,PhysicalObject,,,,,,,,,,,,,
20809978,Lythrum salicaria Linnaeus,http://media.canadensys.net/mt-specimens/large/MT00043537.jpg,,,,,PreservedSpecimen,,MT00043537,MT00043537,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,La Haute-CÃ´te-Nord,http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),2014,,,,,,1962-08-05,,,Lythraceae,,,Lythrum,,,,,,,,prairie,,,,,,"Catling, Paul M.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"RiviÃ¨re Sainte-Marguerite, embouchure de",,,,,2016-09-28,,ICBN,,,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"Legendre, Pierre",sn,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,QuÃ©bec,,species,,PhysicalObject,,,,,,,,,,,,,
20809863,Lythrum salicaria Linnaeus,http://media.canadensys.net/mt-specimens/large/MT00043422.jpg,,,,,PreservedSpecimen,,MT00043422,MT00043422,,MT,urn:lsid:biocol.org:col:14437,North America,,Canada,,MontrÃ©al (hors MRC),http://dataset.canadensys.net/mt-specimens,Marie-Victorin Herbarium (MT),2014,,,,,,1960/1980,,,Lythraceae,,,Lythrum,,,,,,,,Sous-bois,,,,,,"Catling, Paul M.",,,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Plantae,en|fr,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,Centre Maisonneuve (MontrÃ©al?),,,,,2016-11-11,MontrÃ©al,ICBN,"[L'Ã©criture, l'Ã¢ge et l'en-tÃªte de l'Ã©tiquette indique la pÃ©riode 1960-1980]",,,Marie-Victorin Herbarium (MT),Magnoliophyta,mounted,,"CÃ´tÃ©, Claude",sn,,reproductive/flowering,UniversitÃ© de MontrÃ©al Biodiversity Centre,,Lythrum salicaria Linnaeus,Linnaeus,,salicaria,QuÃ©bec,,species,,PhysicalObject,,,,,,22 juillet,,,,,,,
